node_id,node_type,label,query__1A4R,query__1E51,query__1F8A,query__1FB1,query__1HTI,query__1HVY,query__1LDJ,query__1OU5,query__1P9O,query__1Q5H,query__1Z5S,query__2J91,query__2OJW,query__2R3V,query__2VE7,query__2WFD,query__3BJU,query__3D4J,query__3ECR,query__3JUS,query__3R2W,query__3S4Y,query__3VBB,query__4JSN,query__4R3Z,query__6C90,query__6GWJ,query__6HKW,reference__1BVL-ASU0-VH_C-VL_D-Ag_A_B,reference__1CT8-ASU0-VH_B-VL_A-Ag_C_D,reference__1MWA-ASU0-VH_B-VL_A-Ag_H_I_P,reference__2IAM-ASU0-VH_D-VL_C-Ag_A_B_P,reference__2OTU-ASU0-VH_D-VL_C-Ag_G_H_Q,reference__3G6J-ASU0-VH_H-VL_G-Ag_C_D,reference__3H3B-ASU0-VH_D-VL_D-Ag_A_B,reference__3LRS-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__3STB-ASU0-VHH_A-Ag_C_D,reference__3STB-ASU0-VHH_B-Ag_C_D,reference__3ZHD-ASU1-VHH_F-Ag_A_B,reference__4C56-ASU0-VH_H-VL_G-Ag_E_I_K,reference__4DK3-ASU0-VHH_A-Ag_C_D,reference__4DK6-ASU0-VHH_B-Ag_C_D,reference__4DKF-ASU0-VH_H-VL_L-Ag_A_B,reference__4DKF-ASU0-VH_I-VL_M-Ag_A_B,reference__4KRM-ASU0-VHH_D-Ag_C_E,reference__4KRM-ASU0-VHH_L-Ag_I_K,reference__4MAY-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_H-VL_L-Ag_A_B,reference__4XVU-ASU0-VH_I-VL_J-Ag_G_H,reference__4XVU-ASU0-VH_K-VL_L-Ag_G_H,reference__5BOP-ASU0-VHH_A-Ag_B_D,reference__5BOP-ASU0-VHH_C-Ag_B_D,reference__5OCL-ASU0-VHH_G-Ag_F_H,reference__5OVW-ASU0-VHH_G-Ag_A_C,reference__5OVW-ASU0-VHH_J-Ag_B_D,reference__5TD8-ASU0-VHH_E-Ag_A_C,reference__5UDD-ASU0-VH_J-VL_P-Ag_A_E,reference__6BPE-ASU0-VH_B-VL_C-Ag_A_D,reference__6DO1-ASU0-VHH_E-Ag_A_B_C,reference__6GKD-ASU0-VHH_G-Ag_F_T,reference__6GKD-ASU0-VHH_H-Ag_F_I_M,reference__6GKD-ASU0-VHH_T-Ag_F_P_R,reference__6OAO-ASU0-VH_J-VL_J-Ag_I_K,reference__6OL7-ASU0-VH_C-VL_B-Ag_D_E,reference__6OL7-ASU0-VH_K-VL_J-Ag_F_I,reference__6SGE-ASU0-VHH_B-Ag_A_C,reference__6SGE-ASU0-VHH_D-Ag_A_C,reference__6TYL-ASU0-VHH_D-Ag_A_F,reference__6TYL-ASU0-VHH_I-Ag_A_F,reference__6V7Z-ASU0-VHH_F-Ag_A_B_C,reference__6X04-ASU0-VHH_F-Ag_B_E_K,reference__6X04-ASU0-VHH_L-Ag_E_H_K,reference__7E9G-ASU0-VHH_E-Ag_R_S,reference__7EO4-ASU0-VH_E-VL_E-Ag_B_C,reference__7F1O-ASU0-VHH_E-Ag_A_B,reference__7K7H-ASU0-VH_H-VL_L-Ag_A_C,reference__7K7I-ASU0-VH_J-VL_K-Ag_B_E,reference__7K7I-ASU0-VH_M-VL_N-Ag_A_C,reference__7K7I-ASU0-VH_P-VL_Q-Ag_C_D,reference__7KI1-ASU0-VHH_N-Ag_A_B,reference__7KQY-ASU0-VHH_A-Ag_B_D,reference__7LJB-ASU0-VH_E-VL_D-Ag_A_B,reference__7LJB-ASU0-VH_G-VL_F-Ag_A_B,reference__7M7E-ASU0-VH_C-VL_D-Ag_A_B,reference__7M7G-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__7N0I-ASU0-VHH_J-Ag_C_D,reference__7QHA-ASU0-VHH_C-Ag_A_B,reference__7SAJ-ASU0-VHH_J-Ag_E_I,reference__7T0W-ASU0-VH_G-VL_F-Ag_A_B,reference__7T0Z-ASU0-VH_H-VL_L-Ag_D_E,reference__7WU9-ASU0-VH_S-VL_S-Ag_A_B,reference__8CAF-ASU0-VH_B-VL_A-Ag_F_H,reference__8CAF-ASU0-VH_D-VL_C-Ag_E_G,reference__8DJK-ASU0-VH_H-VL_L-Ag_A_B,reference__8DJM-ASU0-VH_H-VL_L-Ag_A_B,reference__8G2Y-ASU0-VHH_N-Ag_A_B,reference__8H64-ASU0-VHH_D-Ag_C_E,reference__8H64-ASU0-VHH_H-Ag_A_G,reference__8I7W-ASU0-VH_E-VL_E-Ag_B_C,reference__8IM1-ASU0-VHH_H-Ag_C_G,reference__8J7U-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7U-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7V-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7V-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7W-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7W-ASU0-VH_F-VL_D-Ag_A_B,reference__8J80-ASU0-VH_E-VL_C-Ag_A_B,reference__8OQ3-ASU0-VHH_C-Ag_A_D,reference__8PMX-ASU0-VH_H-VL_L-Ag_A_B,reference__8RTF-ASU0-VHH_G-Ag_A_B,reference__8RTF-ASU0-VHH_I-Ag_C_D,reference__8RTF-ASU0-VHH_J-Ag_C_D,reference__8RTF-ASU2-VHH_G-Ag_A_F,reference__8RTF-ASU2-VHH_K-Ag_C_E,reference__8RVR-ASU0-VHH_G-Ag_A_B,reference__8RVR-ASU0-VHH_H-Ag_A_B,reference__8RVR-ASU0-VHH_I-Ag_C_D,reference__8RVR-ASU0-VHH_J-Ag_C_D,reference__8SFZ-ASU0-VHH_B-Ag_D_F,reference__8TEA-ASU0-VH_F-VL_I-Ag_C_D,reference__8TJN-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__8TJN-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__8TME-ASU0-VH_H-VL_L-Ag_A_B,reference__8TMH-ASU0-VH_F-VL_G-Ag_A_B,reference__8TMQ-ASU0-VH_H-VL_L-Ag_A_B,reference__8UIO-ASU0-VH_H-VL_L-Ag_A_B,reference__8W5F-ASU0-VH_H-VL_L-Ag_C_c,reference__8Y62-ASU0-VH_E-VL_E-Ag_A_B,reference__8YJ7-ASU0-VH_E-VL_E-Ag_B_C,reference__8ZBI-ASU0-VH_F-VL_F-Ag_B_C,reference__8ZRE-ASU0-VH_h-VL_l-Ag_A_B,reference__9BIF-ASU0-VH_G-VL_I-Ag_E_F,reference__9BIF-ASU0-VH_J-VL_K-Ag_E_F,reference__9C24-ASU0-VH_A-VL_B-Ag_C_D,reference__9C24-ASU0-VH_H-VL_L-Ag_C_D,reference__9E3L-ASU0-VH_G-VL_H-Ag_E_F,reference__9E7L-ASU0-VHH_S-Ag_G_T,reference__9G4E-ASU0-VH_C-VL_D-Ag_A_B,reference__9I5E-ASU0-VHH_N-Ag_A_B,reference__9JKS-ASU0-VH_S-VL_S-Ag_B_C,reference__9MGB-ASU0-VH_k-VL_k-Ag_J_L,reference__9PC6-ASU0-VH_J-VL_I-Ag_A_B_K_L,reference__9PXU-ASU0-VHH_K-Ag_H_L
reference__6X04-ASU0-VHH_F-Ag_B_E_K,reference_antigen,6X04-ASU0-VHH_F-Ag_B_E_K,0.38680,0.00000,0.33480,0.52270,0.00000,0.37380,0.00000,0.35470,0.30680,0.48200,0.46010,0.00000,0.53640,0.00000,0.35850,0.34410,0.41330,0.34740,0.32620,0.00000,0.40200,0.37160,0.52970,0.71620,0.34130,0.42080,0.50460,0.00000,0.86290,0.87120,0.55490,0.63430,0.88180,0.71110,0.00000,0.89520,0.50760,0.50760,0.87790,0.69360,0.44500,0.62990,0.00000,0.00000,0.00000,0.00000,0.50730,0.40310,0.40310,0.00000,0.00000,0.00000,0.00000,0.92260,0.00000,0.00000,0.48970,0.00000,0.00000,0.95400,0.89600,0.94250,0.94180,0.00000,0.88310,0.90270,0.38140,0.38140,0.00000,0.00000,0.63820,1.00000,1.00000,0.38480,0.76450,0.76560,0.39950,0.42380,0.42260,0.41580,0.76530,0.88940,0.00000,0.00000,0.00000,0.87210,0.38300,0.00000,0.44440,0.46740,0.49370,0.76980,0.43110,0.39750,0.00000,0.00000,0.78830,0.46910,0.46800,0.76670,0.44260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61840,0.34860,0.00000,0.36300,0.36300,0.00000,0.00000,0.00000,0.00000,0.33160,0.33160,0.44350,0.53160,0.87390,0.87270,0.45240,0.45870,0.46560,0.87310,0.48340,0.72280,0.00000,0.77150,0.00000,0.00000,0.00000,0.00000,0.00000,0.50120,0.93190,0.00000,0.47560,0.77120,0.00000,0.88060,0.87610
reference__6X04-ASU0-VHH_L-Ag_E_H_K,reference_antigen,6X04-ASU0-VHH_L-Ag_E_H_K,0.48460,0.00000,0.33480,0.52820,0.00000,0.49720,0.00000,0.40340,0.30680,0.48540,0.46010,0.00000,0.54120,0.00000,0.35850,0.34410,0.41350,0.34740,0.32620,0.00000,0.39420,0.37160,0.53980,0.71620,0.35710,0.00000,0.50460,0.00000,0.86750,0.87720,0.55420,0.61720,0.88660,0.70780,0.00000,0.90140,0.50760,0.50760,0.88390,0.71940,0.44500,0.62990,0.00000,0.00000,0.00000,0.00000,0.65370,0.40310,0.40310,0.00000,0.00000,0.00000,0.00000,0.93100,0.00000,0.00000,0.48970,0.00000,0.00000,0.95710,0.90010,0.95300,0.95240,0.00000,0.88950,0.90810,0.49490,0.49490,0.00000,0.00000,0.66200,1.00000,1.00000,0.39540,0.76450,0.76560,0.39950,0.43500,0.42260,0.43470,0.76530,0.89630,0.00000,0.00000,0.00000,0.88110,0.38990,0.00000,0.62460,0.52880,0.48810,0.76980,0.41790,0.39750,0.00000,0.00000,0.78830,0.47260,0.47140,0.76670,0.62930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62050,0.34860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33160,0.33160,0.44680,0.52350,0.88240,0.87830,0.47150,0.46070,0.46450,0.88240,0.49550,0.72280,0.00000,0.77150,0.00000,0.00000,0.00000,0.00000,0.00000,0.50120,0.93810,0.00000,0.47560,0.77120,0.00000,0.88640,0.87920
reference__7E9G-ASU0-VHH_E-Ag_R_S,reference_antigen,7E9G-ASU0-VHH_E-Ag_R_S,0.58120,0.39880,0.47510,0.40110,0.40570,0.34870,0.00000,0.35990,0.43890,0.00000,0.41360,0.49060,0.29570,0.34300,0.45460,0.30450,0.31960,0.33230,0.53610,0.25280,0.00000,0.40840,0.31870,0.33650,0.33020,0.38330,0.71990,0.33000,0.39360,0.34110,0.00000,0.00000,0.38790,0.29500,0.00000,0.30960,0.50790,0.50790,0.37670,0.36470,0.00000,0.00000,0.58360,0.58360,0.00000,0.00000,0.00000,0.36890,0.36890,0.42540,0.42540,0.52550,0.52550,0.42220,0.52740,0.52820,0.36140,0.27910,0.50690,0.72190,0.38180,0.43100,0.37890,0.39820,0.44560,0.00000,0.56280,0.56280,0.26530,0.26530,0.00000,0.38480,0.39540,1.00000,0.54890,0.47800,0.39590,0.42430,0.42880,0.42880,0.00000,0.00000,0.38590,0.38590,0.31750,0.36790,0.43300,0.55260,0.00000,0.34730,0.35020,0.00000,0.00000,0.00000,0.49520,0.49390,0.50680,0.32400,0.00000,0.60960,0.00000,0.45640,0.45640,0.45870,0.45870,0.46040,0.46040,0.63850,0.33020,0.00000,0.36760,0.36420,0.36420,0.37540,0.36420,0.37370,0.37370,0.36950,0.36950,0.00000,0.52420,0.34410,0.33730,0.47760,0.36530,0.37860,0.00000,0.44350,0.50810,0.50790,0.34680,0.63120,0.58960,0.58960,0.58680,0.58680,0.45570,0.52340,0.58840,0.00000,0.38010,0.48190,0.32950,0.00000
reference__7EO4-ASU0-VH_E-VL_E-Ag_B_C,reference_antigen,7EO4-ASU0-VH_E-VL_E-Ag_B_C,0.75680,0.43950,0.00000,0.38340,0.46950,0.00000,0.00000,0.35630,0.00000,0.35690,0.00000,0.00000,0.42900,0.36010,0.37620,0.34340,0.40320,0.45860,0.44140,0.37680,0.43920,0.45520,0.46390,0.90860,0.57370,0.39840,0.58310,0.00000,0.39520,0.25940,0.32150,0.38500,0.37060,0.32680,0.00000,0.31650,0.39430,0.39430,0.34020,0.35360,0.43540,0.41250,0.00000,0.00000,0.34620,0.00000,0.30880,0.34250,0.34250,0.61820,0.61820,0.43650,0.43650,0.45360,0.60910,0.60980,0.50210,0.41590,0.00000,0.44430,0.35370,0.34940,0.38330,0.00000,0.38480,0.36260,0.77020,0.77020,0.00000,0.00000,0.38060,0.76450,0.76450,0.54890,1.00000,0.98420,0.44490,0.40080,0.35800,0.40110,0.98130,0.26450,0.00000,0.00000,0.00000,0.32170,0.40390,0.00000,0.33360,0.30460,0.28150,0.98670,0.00000,0.43910,0.38280,0.00000,0.98600,0.36840,0.42850,0.98770,0.35190,0.00000,0.00000,0.00000,0.00000,0.41350,0.41350,0.40240,0.35020,0.00000,0.56030,0.53750,0.53750,0.56030,0.53660,0.46360,0.46360,0.48940,0.48940,0.38350,0.38240,0.31670,0.30510,0.00000,0.35870,0.37300,0.30190,0.00000,0.98290,0.50040,0.99290,0.00000,0.00000,0.00000,0.00000,0.00000,0.38700,0.00000,0.00000,0.82860,0.99170,0.00000,0.37280,0.29280
reference__7F1O-ASU0-VHH_E-Ag_A_B,reference_antigen,7F1O-ASU0-VHH_E-Ag_A_B,0.75410,0.53400,0.00000,0.38840,0.50870,0.00000,0.00000,0.37140,0.52950,0.39520,0.42050,0.32810,0.31650,0.35110,0.41420,0.36040,0.41250,0.39190,0.29180,0.35470,0.00000,0.44480,0.35540,0.91570,0.34920,0.40200,0.40100,0.35430,0.37080,0.29260,0.31290,0.41490,0.37830,0.35340,0.00000,0.32940,0.34830,0.34830,0.33930,0.40960,0.49120,0.40050,0.33430,0.33430,0.00000,0.00000,0.30590,0.35200,0.35200,0.56720,0.56720,0.43930,0.43930,0.47550,0.41370,0.41070,0.55650,0.36050,0.33640,0.37210,0.37540,0.41110,0.39430,0.00000,0.46210,0.39070,0.74920,0.74920,0.45700,0.45700,0.28890,0.76560,0.76560,0.47800,0.98420,1.00000,0.35850,0.33990,0.35450,0.35450,0.99980,0.26960,0.00000,0.00000,0.44560,0.57290,0.38210,0.37360,0.33710,0.32620,0.32850,0.99590,0.00000,0.52800,0.36910,0.30980,0.99560,0.00000,0.00000,0.99650,0.36370,0.34020,0.34020,0.35600,0.35600,0.34200,0.34200,0.36570,0.34630,0.00000,0.53150,0.53040,0.53040,0.52950,0.53040,0.52990,0.52990,0.48840,0.48840,0.28950,0.39040,0.39970,0.29560,0.38370,0.40200,0.39850,0.32160,0.00000,0.99180,0.59050,0.99350,0.00000,0.39510,0.39510,0.39560,0.39560,0.41300,0.37230,0.33440,0.77090,0.99720,0.00000,0.41520,0.34110
reference__7K7H-ASU0-VH_H-VL_L-Ag_A_C,reference_antigen,7K7H-ASU0-VH_H-VL_L-Ag_A_C,0.36390,0.00000,0.43620,0.44020,0.00000,0.00000,0.00000,0.00000,0.34460,0.32180,0.39080,0.44520,0.00000,0.40920,0.00000,0.00000,0.64880,0.49740,0.44410,0.00000,0.40010,0.00000,0.00000,0.36430,0.34090,0.40410,0.62260,0.00000,0.37970,0.41730,0.42310,0.50630,0.36720,0.56180,0.00000,0.37580,0.66580,0.66580,0.39910,0.55110,0.71480,0.71330,0.00000,0.00000,0.00000,0.00000,0.50420,0.37370,0.37370,0.00000,0.00000,0.00000,0.00000,0.41780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39290,0.40470,0.36550,0.00000,0.36160,0.36220,0.42680,0.42680,0.00000,0.00000,0.37730,0.39950,0.39950,0.39590,0.44490,0.35850,1.00000,0.99150,0.99120,0.99150,0.35940,0.36100,0.00000,0.00000,0.00000,0.38300,0.38900,0.00000,0.43400,0.37980,0.00000,0.35610,0.41120,0.39410,0.00000,0.00000,0.35030,0.35120,0.34550,0.34810,0.43690,0.41290,0.41290,0.44090,0.44090,0.44930,0.44930,0.43750,0.57250,0.37990,0.37080,0.00000,0.00000,0.37080,0.00000,0.40420,0.40420,0.40680,0.40680,0.42350,0.56690,0.00000,0.34500,0.54750,0.00000,0.55610,0.00000,0.33560,0.33740,0.00000,0.37270,0.00000,0.00000,0.00000,0.00000,0.00000,0.83100,0.42690,0.00000,0.40160,0.35460,0.00000,0.00000,0.00000
reference__7K7I-ASU0-VH_J-VL_K-Ag_B_E,reference_antigen,7K7I-ASU0-VH_J-VL_K-Ag_B_E,0.00000,0.00000,0.41410,0.43500,0.00000,0.40670,0.00000,0.00000,0.00000,0.33950,0.43910,0.00000,0.00000,0.42040,0.60870,0.00000,0.63930,0.49670,0.41420,0.00000,0.42250,0.00000,0.00000,0.36730,0.00000,0.38110,0.64390,0.00000,0.36720,0.34950,0.00000,0.50530,0.38050,0.56810,0.00000,0.00000,0.64910,0.64910,0.40620,0.51810,0.69520,0.69660,0.00000,0.00000,0.00000,0.00000,0.50260,0.38100,0.38100,0.00000,0.00000,0.00000,0.00000,0.43640,0.00000,0.00000,0.38000,0.38430,0.00000,0.39030,0.38600,0.41320,0.39130,0.00000,0.41350,0.00000,0.36530,0.36530,0.00000,0.00000,0.40770,0.42380,0.43500,0.42430,0.40080,0.33990,0.99150,1.00000,1.00000,1.00000,0.42670,0.00000,0.00000,0.00000,0.00000,0.37600,0.40000,0.00000,0.48680,0.38950,0.38150,0.34320,0.00000,0.39950,0.00000,0.00000,0.00000,0.35280,0.34910,0.34790,0.42990,0.42630,0.42630,0.44020,0.44020,0.44780,0.44780,0.44360,0.53620,0.37710,0.41700,0.00000,0.00000,0.41700,0.00000,0.00000,0.00000,0.40120,0.40120,0.42370,0.58330,0.00000,0.00000,0.55950,0.00000,0.55700,0.00000,0.36950,0.36010,0.00000,0.33890,0.00000,0.00000,0.00000,0.00000,0.00000,0.83130,0.00000,0.00000,0.39180,0.33790,0.00000,0.00000,0.00000
reference__7K7I-ASU0-VH_M-VL_N-Ag_A_C,reference_antigen,7K7I-ASU0-VH_M-VL_N-Ag_A_C,0.00000,0.00000,0.41360,0.43300,0.00000,0.37570,0.00000,0.00000,0.00000,0.39180,0.39010,0.00000,0.00000,0.41720,0.60710,0.00000,0.64370,0.49730,0.39490,0.37420,0.41100,0.00000,0.00000,0.36680,0.00000,0.40860,0.66050,0.00000,0.36950,0.00000,0.00000,0.50560,0.38230,0.56740,0.00000,0.00000,0.65150,0.65150,0.43240,0.54230,0.69760,0.69830,0.00000,0.00000,0.00000,0.00000,0.50060,0.45510,0.45510,0.00000,0.00000,0.00000,0.00000,0.37780,0.00000,0.00000,0.37320,0.34250,0.00000,0.38820,0.39510,0.42000,0.39150,0.00000,0.38990,0.39150,0.40510,0.40510,0.00000,0.00000,0.40470,0.42260,0.42260,0.42880,0.35800,0.35450,0.99120,1.00000,1.00000,1.00000,0.42740,0.00000,0.00000,0.00000,0.00000,0.35730,0.38230,0.00000,0.49550,0.38600,0.00000,0.35250,0.00000,0.00000,0.00000,0.00000,0.35150,0.35590,0.34660,0.34150,0.43480,0.42250,0.42250,0.44380,0.44380,0.45230,0.45230,0.44420,0.54410,0.37470,0.40780,0.00000,0.00000,0.40780,0.00000,0.40270,0.40270,0.41410,0.41410,0.42510,0.58090,0.00000,0.00000,0.56050,0.56190,0.55750,0.00000,0.36150,0.35500,0.00000,0.36660,0.00000,0.00000,0.00000,0.00000,0.00000,0.83230,0.36990,0.00000,0.38850,0.34590,0.00000,0.00000,0.00000
reference__7K7I-ASU0-VH_P-VL_Q-Ag_C_D,reference_antigen,7K7I-ASU0-VH_P-VL_Q-Ag_C_D,0.38080,0.00000,0.41360,0.43360,0.00000,0.37570,0.00000,0.41490,0.00000,0.34150,0.40490,0.00000,0.00000,0.39560,0.60760,0.00000,0.64330,0.49730,0.39320,0.37420,0.41100,0.00000,0.00000,0.35650,0.00000,0.40860,0.64530,0.00000,0.36950,0.00000,0.00000,0.50580,0.38230,0.56740,0.00000,0.00000,0.65150,0.65150,0.37520,0.54230,0.69760,0.69830,0.00000,0.00000,0.00000,0.00000,0.50060,0.45510,0.45510,0.00000,0.00000,0.00000,0.00000,0.37630,0.00000,0.00000,0.38520,0.34250,0.00000,0.39310,0.39510,0.42000,0.39150,0.00000,0.38170,0.39150,0.00000,0.00000,0.00000,0.00000,0.37590,0.41580,0.43470,0.42880,0.40110,0.35450,0.99150,1.00000,1.00000,1.00000,0.38870,0.00000,0.00000,0.00000,0.00000,0.35730,0.32600,0.00000,0.49550,0.38600,0.38060,0.35250,0.00000,0.37870,0.00000,0.00000,0.33670,0.35570,0.34530,0.34610,0.43480,0.42370,0.42370,0.44380,0.44380,0.45230,0.45230,0.44420,0.54410,0.37470,0.40170,0.00000,0.00000,0.40170,0.00000,0.00000,0.00000,0.40960,0.40960,0.42510,0.56530,0.00000,0.00000,0.56050,0.56190,0.55840,0.00000,0.32220,0.35410,0.00000,0.36660,0.00000,0.00000,0.00000,0.00000,0.00000,0.83230,0.36990,0.00000,0.39110,0.34590,0.00000,0.00000,0.00000
reference__7KI1-ASU0-VHH_N-Ag_A_B,reference_antigen,7KI1-ASU0-VHH_N-Ag_A_B,0.76420,0.56010,0.00000,0.36790,0.43690,0.00000,0.00000,0.33130,0.44900,0.38910,0.00000,0.33260,0.32230,0.34240,0.40200,0.34020,0.34330,0.00000,0.31100,0.35270,0.31040,0.00000,0.30140,0.91420,0.67820,0.35870,0.58650,0.00000,0.43820,0.30190,0.32170,0.39860,0.40240,0.33470,0.00000,0.31650,0.36480,0.36480,0.46890,0.34960,0.46120,0.41000,0.48120,0.48120,0.00000,0.00000,0.33330,0.43510,0.43510,0.40830,0.40830,0.00000,0.00000,0.37820,0.40290,0.00000,0.00000,0.00000,0.39970,0.40060,0.36520,0.35180,0.35180,0.36090,0.40640,0.00000,0.76950,0.76950,0.41270,0.41270,0.29810,0.76530,0.76530,0.00000,0.98130,0.99980,0.35940,0.42670,0.42740,0.38870,1.00000,0.31450,0.32460,0.32460,0.38400,0.38530,0.39860,0.39590,0.35050,0.32330,0.33040,0.99510,0.00000,0.00000,0.37850,0.37650,0.99630,0.35870,0.35330,0.99540,0.32410,0.30350,0.30350,0.44060,0.44060,0.43710,0.43710,0.43340,0.40860,0.41270,0.32090,0.47480,0.47480,0.30650,0.47480,0.47400,0.47400,0.47520,0.47520,0.31510,0.40550,0.38360,0.38360,0.36180,0.36940,0.36270,0.33610,0.00000,0.99110,0.00000,0.99320,0.37720,0.38770,0.38770,0.00000,0.00000,0.46270,0.43520,0.30750,0.79690,0.99620,0.39420,0.38210,0.32360
reference__7KQY-ASU0-VHH_A-Ag_B_D,reference_antigen,7KQY-ASU0-VHH_A-Ag_B_D,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39350,0.30480,0.00000,0.49520,0.43470,0.00000,0.00000,0.00000,0.00000,0.34460,0.29290,0.00000,0.00000,0.00000,0.33520,0.28810,0.48630,0.33020,0.34160,0.00000,0.64210,0.00000,0.96080,0.87720,0.54360,0.59550,0.90570,0.51240,0.00000,0.78000,0.34230,0.34230,0.94570,0.60320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60280,0.36000,0.36000,0.00000,0.00000,0.00000,0.00000,0.93100,0.00000,0.00000,0.00000,0.00000,0.00000,0.90860,0.92720,0.90560,0.90960,0.00000,0.93840,0.98700,0.00000,0.00000,0.00000,0.00000,0.85040,0.88940,0.89630,0.00000,0.26450,0.26960,0.36100,0.00000,0.00000,0.00000,0.31450,1.00000,0.00000,0.00000,0.00000,0.91370,0.38290,0.00000,0.60450,0.42230,0.41820,0.30070,0.36570,0.00000,0.00000,0.00000,0.33890,0.00000,0.00000,0.31800,0.60040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51530,0.35630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59320,0.00000,0.86550,0.86640,0.33080,0.32710,0.31610,0.93460,0.00000,0.32500,0.00000,0.32310,0.00000,0.00000,0.00000,0.00000,0.00000,0.36920,0.91850,0.00000,0.00000,0.31180,0.00000,0.90680,0.92300
reference__7LJB-ASU0-VH_E-VL_D-Ag_A_B,reference_antigen,7LJB-ASU0-VH_E-VL_D-Ag_A_B,0.00000,0.00000,0.00000,0.00000,0.26790,0.00000,0.35560,0.27580,0.00000,0.00000,0.00000,0.41440,0.00000,0.00000,0.00000,0.25450,0.00000,0.00000,0.27980,0.38650,0.00000,0.00000,0.40290,0.00000,0.37550,0.36510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49210,0.49210,0.00000,0.00000,0.00000,0.00000,0.00000,0.29740,0.29740,0.00000,0.00000,0.00000,0.33250,0.00000,0.00000,0.00000,0.42590,0.37830,0.00000,0.00000,0.31660,0.00000,0.00000,0.00000,0.00000,0.00000,0.28880,0.28880,0.00000,0.00000,0.00000,0.38590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32460,0.00000,1.00000,1.00000,0.49010,0.00000,0.00000,0.54270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47000,0.41940,0.00000,0.00000,0.00000,0.38300,0.00000,0.46370,0.46370,0.51920,0.51920,0.52690,0.52690,0.32460,0.43100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49410,0.49410,0.34510,0.34550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39330,0.44610,0.44610,0.53130,0.53130,0.00000,0.40200,0.52130,0.00000,0.00000,0.40110,0.00000,0.00000
reference__7LJB-ASU0-VH_G-VL_F-Ag_A_B,reference_antigen,7LJB-ASU0-VH_G-VL_F-Ag_A_B,0.00000,0.00000,0.00000,0.00000,0.26790,0.00000,0.35560,0.27580,0.00000,0.00000,0.00000,0.41440,0.00000,0.00000,0.00000,0.25450,0.00000,0.00000,0.27980,0.38650,0.00000,0.00000,0.40290,0.00000,0.37550,0.36510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49210,0.49210,0.00000,0.00000,0.00000,0.00000,0.00000,0.29740,0.29740,0.00000,0.00000,0.00000,0.33250,0.00000,0.00000,0.00000,0.42590,0.37830,0.00000,0.00000,0.31660,0.00000,0.00000,0.00000,0.00000,0.00000,0.28880,0.28880,0.00000,0.00000,0.00000,0.38590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32460,0.00000,1.00000,1.00000,0.49010,0.00000,0.00000,0.54270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47000,0.41940,0.00000,0.00000,0.00000,0.38300,0.00000,0.46370,0.46370,0.51920,0.51920,0.52690,0.52690,0.32460,0.43100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49410,0.49410,0.34510,0.34550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39330,0.44610,0.44610,0.53130,0.53130,0.00000,0.40200,0.52130,0.00000,0.00000,0.40110,0.00000,0.00000
